Date,AGO,ARG,ATG,BDI,BEN,BFA,BHS,BLZ,BOL,BRA,BRB,BRN,BTN,CAF,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,DMA,DOM,ECU,FJI,FSM,GAB,GHA,GIN,GLP,GMB,GNB,GNQ,GRD,GTM,GUF,GUY,HND,HTI,IDN,IND,JAM,KEN,KHM,LAO,LBR,LCA,LKA,MDG,MDV,MEX,MLI,MMR,MOZ,MTQ,MUS,MWI,MYS,NCL,NER,NGA,NIC,NIU,OWID_MNS,OWID_PYA,OWID_WRL,PAN,PER,PHL,PNG,PRI,PRY,PYF,REU,RWA,SEN,SGP,SLB,SLE,SLV,SOM,SSD,STP,SUR,SYC,TCD,TGO,THA,TLS,TON,TTO,TWN,TZA,UGA,VCT,VEN,VNM,VUT,WSM,ZMB,ZWE
1982,3.4118001,9.0756,5.6667004,8.88,6.4603,9.200001,11.000001,,12.6688,11.344001,24.359001,7.9623003,,3.5417001,15.3191,5.2543,6.0011005,7.1664004,7.338701,18.636402,9.0831,4.9254003,8.0,3.8267002,3.1172001,10.712501,6.6658,9.231001,19.0,,5.0,8.6348,7.0070004,9.0,3.0000002,,2.5,7.7500005,3.2143002,11.1111,,8.138801,4.0625,9.811701,16.3738,10.339601,5.2000003,6.3333,15.000001,6.6667004,3.3704,9.6851,6.05,4.0,17.4222,7.3692007,10.7903,4.0556,2.7,13.333301,5.3818,10.7143,7.2500005,6.5223002,9.360001,11.330001,3.8462002,10.866301,8.7096,9.2159,7.2771006,11.396401,7.5235004,10.3,8.123501,13.990001,17.1429,10.2326,12.943401,3.7175002,11.000001,13.5135,3.3784,11.8286,10.742901,,11.1111,7.2219005,5.0,4.0,3.3751004,16.3614,3.7097,6.3636003,12.500001,14.146701,11.251201,9.4471,10.0,7.701,7.8268003,,11.6667,6.2037005,3.2432
1983,3.3714,8.6875,4.4,9.061201,6.7016006,9.200001,11.0526,,12.082001,10.5996,24.000002,9.571401,,3.6190002,15.833301,4.8794003,11.431201,7.1638002,7.1568003,15.384601,9.0023,5.0,9.5,4.6671004,3.1428,10.712501,5.5166,9.6898,19.0,,5.0,8.2286,6.9942007,9.0,3.0000002,,2.7143002,7.3684,3.193,11.481501,,7.6925006,4.0769,9.913701,17.708601,10.417001,10.0,3.8182,14.000001,6.0000005,3.4074001,13.041401,6.0638,3.6667001,11.250001,7.5000005,12.257001,4.1111,3.1429,15.384601,2.421,10.7714,7.3684,6.6000004,9.045501,12.186501,4.0,11.029901,8.742701,9.3301,7.056,11.1717005,6.5620003,10.2941,8.1889,14.443801,17.575802,11.000001,11.0002,2.742,11.000001,13.6,3.3871002,12.814301,10.750001,,11.1111,6.4227004,5.0,4.1429,3.5258002,18.655401,4.0,6.7917004,11.764701,14.7995,11.7116,8.707001,8.888901,8.0130005,8.4665,,12.000001,6.2044,3.6842
1984,3.4324,8.9216,5.0,9.290901,6.9415,9.2004,10.0,,8.4707,11.8236,24.000002,12.500001,,3.7500002,15.833301,5.4408,14.429001,7.1853004,7.1568003,13.9286,9.067401,4.1009,11.2676,3.9707,4.3893,10.4778,5.8905,9.970401,12.000001,,5.0,8.8,6.9526005,14.000001,3.0000002,8.0,2.8929,6.7143,3.2056003,11.1111,,8.0,4.0769,10.490701,18.428902,11.663901,5.0,6.2000003,13.6,5.0421004,3.2857,12.022201,6.0924,3.5714002,8.7277,7.3556004,11.7691,4.1111,3.2,16.1765,3.1743002,10.8571005,7.5000005,9.400001,9.3725,11.5537,4.1818,10.709001,8.4893,9.428401,7.0116005,11.150401,7.3989,10.288501,8.1345005,15.123701,17.1875,10.0,10.5181,2.9588,11.000001,13.815801,3.8462002,14.8513,10.756801,,12.000001,6.4605002,5.0,4.2667003,5.583,14.968801,4.1935,6.6667004,11.364301,14.469401,10.984,7.4040003,7.8571005,8.0083,8.788,,12.333301,6.1947007,4.1026
1985,3.4250002,9.1408,5.5000005,9.0,6.8852005,8.289401,10.5263,,9.1421,12.378901,24.000002,12.500001,,3.8047001,15.000001,5.6138,15.953501,8.05,7.1564,12.121201,8.867701,4.1033,11.000001,4.9068003,3.3127,10.711101,5.9945,10.3011,12.000001,,5.0,7.9323,7.3944,14.892701,3.0000002,9.0,2.8000002,7.7500005,3.1973002,11.1111,,8.0,4.1538,10.881401,18.546001,11.3,12.704901,2.125,14.000001,6.1642003,3.3214002,10.960501,6.11,3.5714002,9.307301,7.2214003,10.741701,4.0,,13.913001,2.608,10.6667,7.6471004,9.8,11.246501,10.909101,4.4,10.7811,8.0394,9.820701,7.1124,10.534401,8.2453,10.3810005,7.6345005,15.347201,17.096802,7.0588,10.3992,3.9529002,11.000001,14.285701,4.5833,14.785501,10.810801,,11.6667,6.5934,5.0,4.5,7.6634,13.994101,4.5,6.2975,11.0556,14.746301,10.9586,9.005501,7.1429005,7.8652005,8.7755,,12.6667,6.2069,4.1414003
1986,3.4878001,12.0076,5.5556,9.2333,7.0167007,6.4507003,10.5263,,10.500001,12.464401,24.000002,12.345701,,3.7225,15.2174015,5.5066004,14.809901,8.05,7.1959004,11.1111,8.7078,4.0,11.6667,6.0000005,3.3206003,10.711101,4.2518,5.9271,12.000001,,5.0294003,7.4282007,7.3553,15.1421,3.0000002,9.333301,2.9,6.2000003,3.2,11.3605,,8.022,4.1176004,11.379001,17.716002,12.3023,8.526501,5.1667004,14.000001,6.3846,3.3214002,9.8585005,6.7400002,3.5714002,10.037701,7.3500004,11.2311,4.0,,18.4211,2.9941003,10.694401,7.8125005,7.6538,11.313201,10.943401,4.6667004,10.6306,8.9503,9.629001,7.2149,10.8513,8.156501,10.283001,7.8207006,14.4051,16.129002,6.1765003,9.5458,3.7356002,11.000001,14.7436,5.1364,15.114301,10.815801,,11.1111,4.0137,5.0,4.4776,7.3375006,12.6645,4.5001,7.6087008,10.750001,13.0006,11.346401,8.0172,5.8621006,7.7825003,9.158901,,15.000001,6.2043,4.25
1987,3.5000002,10.1575,5.1667004,9.1548,6.5967007,6.6785,10.5263,,10.347501,12.145901,24.000002,11.764701,,3.2101002,14.3478,5.6522007,14.153201,8.058001,7.1609,10.0,7.9220004,5.0058002,12.400001,8.0,2.861,10.55,5.6124,5.8567004,11.2953005,,4.9722004,6.9982004,7.3164,15.154301,3.0000002,10.0,2.9333003,6.1000004,3.2026002,8.5211,,7.9570003,4.2647004,11.7468,18.147001,12.415001,8.5,4.6000004,14.444401,7.9984,3.2414,9.1288,7.0000005,3.4,8.721201,7.2207007,11.408401,4.1111,,17.8125,2.6112,10.6301,8.0,7.5472007,10.7733,10.980401,4.4444003,10.586201,10.0171,9.7421,7.3188,11.135501,8.509201,10.476201,8.0724,16.899101,16.8966,6.1765003,9.3905,3.7449,11.000001,15.000001,4.0964003,15.0334015,10.55,,11.1111,14.018201,5.0,4.3571005,7.8751006,14.2661,3.65,9.0909,11.0308,14.0635,10.232901,8.9884,5.1724,7.8710003,9.1616,,15.000001,6.1932006,4.0952
1988,3.7500002,10.0,4.625,8.975401,7.4270005,1.8352001,10.588201,,10.1751,12.299701,23.809502,11.764701,,3.2018,14.130401,5.4874,12.4726,8.06,7.1611004,9.501201,8.612901,5.0057006,12.000001,13.888901,2.8162,10.0476,6.1004,5.9062004,10.5003,,4.9500003,7.4324,7.2780004,15.207701,3.0000002,10.532401,2.9333003,5.6818,3.0769,11.333301,11.8,7.9570003,4.0,11.8773,20.1807,12.227,9.285701,9.851901,13.636401,8.566501,3.2414,9.837901,6.5601006,2.8000002,7.4079003,7.3379,11.6022005,4.0,,15.000001,2.1817,10.6267,8.2143,8.1818,11.461801,11.000001,4.75,10.3787,11.485801,9.8878,7.2758,10.875901,8.5943,10.377401,8.0918,16.954,17.741901,6.0000005,4.9443,3.4067001,11.333301,15.060201,4.1464,14.390701,10.804901,,12.000001,11.8141,5.0,4.6667004,6.7728,14.421301,3.8914,10.952401,9.7467,14.289901,10.252501,9.060901,8.093801,8.030601,8.936501,,15.000001,6.1962004,3.9545002
1989,4.0,10.0,5.0,8.3647,8.025701,2.96,10.588201,14.717001,10.326501,12.5613,16.9231,11.764701,,3.0941002,14.666701,5.5061,15.771501,8.067,6.3526006,13.333301,8.8476,5.0056005,11.9497,13.953501,2.6411002,9.920501,6.2046003,5.1732006,8.7861,,5.0476003,7.4439,7.2397003,11.68,3.0000002,10.500001,2.9333003,5.9091005,3.1390002,9.5648,11.217401,7.9418,4.0,12.158201,19.3847,11.7222,9.899,6.3,12.400001,6.3866005,3.2414,9.1934,6.6501,3.1429,7.5244,7.2133,10.3931,4.1111,,15.000001,2.1252,10.5263,8.4615,8.4211,10.6136,11.020401,5.0,10.261201,12.723801,9.957001,6.3582006,10.831901,8.6663,10.5238,8.0059,16.994001,18.0,6.0000005,4.4357004,3.6510003,21.000002,15.294101,5.9949,15.708201,10.4651,,10.0,11.7353,5.0,4.6154003,7.3090005,15.230101,3.8000002,11.9048,10.742901,14.528201,9.2328005,9.1008005,7.1032004,8.106,9.0843,,13.157901,6.1944003,3.913
1990,4.1177006,10.0,5.0,8.896901,7.9771004,2.96,10.6667,14.9118,10.825401,12.552901,16.4286,12.500001,,2.8432,13.913001,5.5059004,16.4386,8.066601,6.5048003,32.0,9.353201,4.5333,12.0192,13.829801,2.7941003,9.947401,6.4479003,5.4593,5.4307003,,4.7574,8.417001,7.2011003,13.7833,3.1221004,10.5051,2.5,5.7826004,3.14,9.5648,10.900001,7.9680004,4.0244,12.0691,20.538101,11.910201,10.8498,5.4545,12.823001,7.2729,3.1667001,8.771701,6.6512003,4.5556,7.5504003,7.2500005,9.5769005,4.8612003,,13.571401,2.3536003,9.729701,8.333301,8.8688,11.6533,11.0417,5.0,9.095301,12.236401,10.0183,4.9611,9.3413,8.674701,10.556601,7.9233003,14.797601,15.406201,8.0029,2.0126002,3.5159001,20.0,15.6977005,6.0800004,15.888901,10.4545,,10.0,12.5641,5.0645003,4.6667004,7.6875005,13.915901,4.2181,10.8043,3.4522002,14.015201,13.2021,8.301001,6.3067007,7.9811006,8.8621,,13.6,6.2040005,3.9916003
1991,4.0295,10.0,5.0,8.9785,8.3042,6.6667004,10.0,8.7931,11.2728,12.616401,16.560001,12.159101,,3.3604,14.359,5.195,16.220001,8.0001,7.373,30.400002,9.455501,4.8131003,12.0141,14.668401,3.2382002,9.9333,7.774,4.7217,6.5015,,5.1628,10.663,7.163,15.245501,2.8176003,10.503501,2.4707,5.4854,2.9167001,10.1973,38.824104,7.6776004,3.9881003,12.0946,21.892502,12.0268,10.0,5.0909,12.985001,6.4286003,3.1298,9.2373,6.6523004,3.3333,7.8776007,7.2604003,10.1568,3.7965002,,13.571401,2.3432,10.312501,7.8341002,9.715401,10.1936,11.0638,5.0527005,9.9147005,20.0212,9.8283,6.4604,11.017,8.6051,10.566001,7.9375005,14.7228,17.7132,6.2500005,2.64,2.4752002,10.0,16.2213,6.1133003,15.276201,10.4651,,10.0,15.444401,13.2796,4.6552005,7.7872005,13.7453,3.778,19.7625,3.5143,12.954,12.346901,8.3008,6.2857003,9.0926,8.985701,,12.2845,6.2000003,4.0
1992,4.2295003,10.0,4.7450004,9.2046,8.3778,7.5000005,9.587201,8.9027,10.0476,12.001901,17.3571,12.000001,,3.4473002,14.551001,5.0067005,13.633301,8.001801,7.3874,33.25,9.108401,4.9263,11.6667,15.000001,3.9812002,9.923201,5.4098,3.6875002,5.0781,,5.1111,10.2591,7.1253,15.3091,2.8352,16.6629,2.4829,5.6000004,3.1957002,11.675,38.937103,7.7191005,4.0326004,12.222,23.246302,15.1186,10.246201,9.375,12.735401,6.281,3.0968,8.845301,6.7059,3.0000002,9.319401,7.4000006,9.2347,3.3284001,,14.000001,2.0140002,10.333301,7.0000005,10.900001,10.593101,11.087001,5.1429,9.8883,17.4811,9.7526,6.8373003,10.484701,8.7363,10.660401,7.8500004,14.514701,17.7385,5.21,2.6100001,2.1496003,9.8577,16.6667,6.78,17.2692,10.256401,,10.0,14.413901,13.235901,4.5464,6.8864,14.033201,3.9799001,16.463802,3.5333002,15.765701,10.402101,8.0,6.2816005,8.502001,9.0483,,12.298901,6.1689,4.0
1993,4.2295003,10.0,4.6929,8.9833,8.4933,8.273701,9.0909,8.505401,9.6155,12.0628,27.720001,11.842201,,3.4472,14.732201,4.9475,13.184001,7.805701,6.5638003,23.333302,10.1888,5.0337005,12.307701,17.3892,3.0204,9.9481,6.0006003,3.6265001,3.1099,,4.9286003,11.230901,7.0876,14.750001,2.8528001,16.6629,2.4945002,5.6799,3.1806002,16.878801,39.050102,7.1257005,4.0244,12.3323,23.043001,18.664902,10.2936,5.2339,12.485801,6.1250005,3.0906003,9.340501,6.7718,2.7778,8.173901,7.3250003,9.165,4.1681004,2.5161002,17.230803,2.8781002,11.1111,6.5383,11.650001,10.5935,11.5556,5.1201005,9.020801,17.5702,9.850201,8.5416,10.3956,8.724,10.6667,1.5017,13.7713,17.7302,4.7444,2.4250002,2.7673001,8.0747,16.8421,6.0125003,20.0,10.154401,,10.0,13.008201,13.192101,5.1169,6.8565,14.0491,5.4096003,17.297302,3.4691002,17.314402,10.400001,8.506801,6.2897005,9.4005,8.812901,,12.313401,6.2000003,3.9394002
1994,5.8596005,10.0,4.6408,8.788401,8.145101,9.0415,8.0,7.4648004,8.566401,13.2173,19.688501,11.6667,,3.0988002,14.903001,5.0454,12.703701,7.7226005,7.6068,20.555601,9.4651,5.1576004,12.078701,22.449001,2.6058002,9.7561,6.0160003,4.0870004,9.3367,,4.5814,11.5776005,7.0505004,13.275001,2.8704,16.4789,2.5186002,5.7692003,3.2084,13.163001,39.1632,6.7911005,3.7500002,11.5946,24.5277,19.538502,9.129701,6.5000005,11.5325,6.1541004,3.0794,8.926701,6.7429004,3.1715002,7.5260005,7.3436003,9.416401,3.6899002,2.4754,16.6667,3.466,11.200001,6.0665,11.890901,10.5928,11.2088,5.1320004,10.564501,13.6815,9.801801,8.5381,10.598801,8.8808,10.8571005,15.780001,13.979401,17.5969,5.0,1.1778,2.4925,6.8510003,16.560402,5.8675003,20.1298,10.0,,10.0,13.5039015,13.1483,4.1089,5.8795004,13.807301,3.8896003,12.903201,3.4556003,17.3946,10.3999,6.5000005,6.2977004,10.828901,8.4406,,12.327901,6.1477003,4.0078
1995,5.1000004,10.0,4.4444003,8.7141,7.8369,9.774701,7.8235,7.6966004,9.0266,13.0631,17.7826,11.6721,,2.8918002,15.064401,5.2881002,11.866701,8.138101,7.8623004,19.746601,9.8583,5.3261003,11.851901,11.998301,3.006,9.6582,6.2154,3.6456003,13.773701,10.727301,4.7955003,11.992401,7.0131006,12.961901,2.8880002,16.0872,2.5174,5.9259,3.2084,6.1391006,39.2762,6.1317005,3.9546003,11.660501,25.277502,20.501802,9.556001,6.6035004,10.976901,6.0345,3.0742002,9.0241,6.8867006,2.125,10.961,7.4061003,9.3197,4.2395,2.5,14.000001,3.4669,11.500001,5.6005,12.950001,10.6671,11.195701,5.1343,10.964401,13.7516,9.8599,9.1463,10.570201,8.4425,10.6667,14.750001,14.6506,17.1429,7.4074,2.4667,3.1801002,6.0340004,16.3636,6.9680004,16.023201,10.0,,9.9659,14.946001,13.104501,4.5,5.9168,13.024401,3.9802,12.963,3.4800003,17.221,10.2066,6.6988,6.2500005,9.938001,7.8947005,,12.342401,6.1346,3.9474
1996,4.8077006,10.0,4.5564003,8.577901,8.718201,10.462001,7.6865005,11.1228,9.034201,11.7588005,17.1429,11.538501,,2.9228003,15.2707,5.5621004,11.55,8.114201,8.1266,17.6471,10.1765,5.2746005,12.115401,12.998901,3.2776003,9.473701,6.0748,3.7844,15.489301,10.6331005,4.8315,12.039201,6.9762006,12.0417,2.9056003,16.2308,2.5263002,6.0075,3.1918,6.1391006,39.3893,5.6866,4.0,12.015,23.852802,20.869902,11.134401,5.3582006,13.725501,6.4998,3.0625002,8.752901,6.7441006,4.875,7.7192006,9.0,11.370401,4.7674003,2.5,14.000001,4.5875,11.4286,5.1396003,12.986501,10.6646,11.3043,5.1288,11.4875,13.864701,9.7583,9.5572,10.7672,8.368,10.6667,15.440001,13.859501,18.333302,7.4089003,2.7580001,2.6397002,5.0,15.833301,5.8563,15.8831005,10.0,,10.0,16.9764,13.060801,4.5694003,5.6909003,14.1581,3.9565003,13.043501,3.4878001,18.9226,10.189701,6.7015004,6.3153,10.4835005,7.5011005,,12.356901,6.1254,4.0606003
1997,4.4205003,10.0,4.5479,8.6182,10.3262005,11.094901,7.576,14.583301,9.374901,12.820001,17.1053,11.7563,,3.0458002,15.393301,6.6913,10.655601,8.114,8.2143,14.705901,9.208301,5.3936005,12.1197,12.999401,2.5974,9.5296,5.9409003,3.7578003,8.1548,10.626101,4.7956004,11.877701,6.9393,11.230801,2.9232001,15.85,2.5,6.0714,3.1918,6.1391006,39.502304,5.0064,4.1383,12.171801,22.1117,18.888401,9.4938,7.6809,11.4466,6.5173,3.0547001,8.656401,6.7542005,4.6667004,9.6021,10.0,11.151901,5.3820004,2.5,15.384601,5.7249002,12.333301,4.6794,15.058101,11.881801,11.2766,5.1172004,9.9696,13.812,10.0965,10.0666,10.855401,8.4938,10.6667,14.05,14.1787,17.881,10.833301,2.4699001,2.3356001,,16.0,4.9919,13.142901,10.0,,9.901,16.2653,13.017,6.0349,6.2338,14.6976,4.01,13.157901,3.5000002,18.4312,8.5968,6.6988,6.3317003,10.359701,9.4473,,12.437401,6.1978,4.1026
1998,5.5728,10.0,4.5254,8.882,10.5017,11.668301,7.5000005,10.625001,9.086801,12.3522005,17.1429,11.851901,,3.038,15.5095005,7.2776003,9.0041,8.114,8.205701,15.526901,9.0321,5.4063,12.131801,13.1356,3.0865002,9.518401,6.2593,4.9242005,13.6843,10.619101,4.8899,11.3891,6.9024,9.25,2.9159,15.2381,2.5294,6.1767006,2.8134,6.1391006,39.615402,4.6582003,4.3,12.1925,25.281502,19.1949,8.0569,8.106,11.3736,6.5319004,3.0444,8.5535,6.7000003,3.6762002,11.7046,10.950901,11.148001,5.5557003,2.5,15.000001,5.4939003,14.166701,4.184,15.972301,10.7461,11.2766,5.1012006,11.0426,14.095,9.8511,10.570701,10.9191,8.0544,10.6667,2.4545002,14.2539015,17.8987,12.500001,2.4659,4.9527006,,16.1872,5.1643,13.142901,10.0,,8.8,11.008401,12.973201,6.4822006,6.0595,14.928,4.0135,13.333301,3.5426002,12.140201,7.0767007,9.0,6.3465004,12.4863,7.7003,,12.4898,6.2000003,4.2308
1999,5.9821005,10.0,4.5054,8.8212,10.4541,12.180201,8.0,8.6582,9.7631,13.279501,17.1875,12.0156,,2.9421003,15.957401,7.7406006,13.659401,8.114,9.0,15.512501,9.7882,5.3649,12.131401,10.813401,4.1775002,9.5,6.4588003,4.0,13.082001,10.6121,4.9115005,12.2528,6.866,10.240001,2.9401002,15.221001,2.5,6.2459,2.2731001,6.1391006,39.7284,4.012,4.3333,12.1763,23.952301,19.0186,10.2106,16.3188,13.6538,6.5099,3.0303001,8.5460005,6.9994,3.9,13.663401,9.4328,11.394001,5.7964,2.5,13.875001,5.4563003,15.000001,4.1022005,18.189001,9.5998,10.8421,5.0824003,11.137501,14.018101,10.047001,11.3808,10.9259,8.4532,10.909101,6.7738,11.8406,18.0,16.0,2.6747,5.1000004,3.8259,16.153801,5.1834,12.4202,10.0,,9.1321,16.779802,12.929501,9.234301,6.0593,15.492901,6.4444003,13.168701,3.5143,18.6611,8.2143,13.000001,6.3605003,13.323701,8.580001,,12.500001,5.7107005,4.2119
2000,8.299201,10.0,4.5311003,8.9953,10.711801,12.631201,10.0,11.061001,9.903701,13.481501,17.241402,12.142901,,2.9810002,15.966401,7.7431006,13.299201,8.114,9.0,15.439001,9.993901,5.392,12.106201,11.625001,4.8704,9.534401,6.5367007,3.4909,12.4333,10.605201,4.9303,12.2812,6.8299003,8.5,3.0000002,15.233001,2.5505002,6.3081,2.2705002,6.2162004,39.841503,3.9900002,4.3300004,12.5305,26.9087,18.104801,6.9454,9.6075,9.726001,6.5746,3.0255,8.433001,7.0036006,2.0714,11.328401,11.5886,10.072801,5.7911005,2.4911003,15.1,15.460501,14.1176,3.7282002,23.216902,9.700001,10.833301,5.0626,11.071,14.228901,10.375401,13.017301,10.9285,8.3998,10.909101,7.6241007,13.4763,17.9006,17.5,6.8153,4.8883,3.5942001,16.4286,6.7627006,12.347901,10.0,,9.023701,15.838501,12.885701,10.6913,5.6535,16.857,4.7619,12.9571,3.4826002,17.8225,6.5976005,12.384001,6.3553,12.564401,8.3598,,12.491501,4.9409003,4.375
2001,9.407201,10.0,4.4727006,8.9591,11.2622,13.024501,10.230801,14.034801,9.694301,13.5418005,17.2,12.094401,,3.0396001,16.0417,7.7457004,8.1918,8.114,9.0,15.364701,10.4108,5.4128,12.0866,11.0543,5.1221004,9.5381,6.9763002,3.8000002,12.8921,10.598201,4.947,12.3436,6.9892006,10.200001,2.9851003,15.454501,2.5685,6.3661003,1.4288001,6.1823,39.954502,3.9716003,4.4613,12.940701,26.699802,18.8566,7.7681003,10.468101,4.0994,6.6207004,3.0219,8.556001,7.1320004,4.5,15.320801,8.990901,10.685101,7.1627007,2.48,14.307701,16.9416,15.7143,3.3666003,21.027302,9.601201,12.307701,5.0434003,10.716801,14.0383005,10.678801,12.936701,10.7528,7.9355,10.4167,7.7822003,14.6786,17.826101,22.727303,5.7907004,4.9613,3.3625002,16.528101,6.2660003,12.479401,8.823501,,9.677401,19.758501,12.841901,11.4779005,6.2332006,17.532402,4.0047,12.856501,3.5733001,18.851902,6.5613003,13.500001,6.3827004,12.762401,12.005501,,12.490001,5.3827004,4.2667003
2002,11.0071,10.0,4.5,9.1456,12.053101,13.365701,10.0,13.636401,9.821401,13.794901,16.5417,12.000001,,3.0642002,15.8816,7.7482004,7.6626005,8.114,9.0,15.294401,10.31,5.447,12.065801,7.9808,8.404401,9.5428,6.9924,4.0153003,13.8107,10.591201,4.9621005,12.248901,7.1520004,10.8271,2.9978,15.134601,2.5884001,6.4228,1.391,6.1176004,40.0675,3.4738002,4.4,13.249101,27.274601,18.8575,7.3441005,6.3272004,7.0815005,6.591,3.0171003,8.5284,6.7157006,4.1667004,15.098801,11.589201,11.562901,4.8556004,2.4805002,10.7692,14.963501,17.241402,2.9759,20.283302,9.9013,10.7928,5.0266004,10.965,13.903601,10.802701,12.0731,10.733701,7.8304005,10.4167,8.6713,17.160902,18.0,20.4167,7.9036007,4.9963,3.1308002,16.6667,6.1662006,12.812,9.382701,,9.6798,18.724401,12.798201,11.248701,5.7004004,17.0694,3.5714002,12.684701,3.4714,20.724302,7.8395004,13.500001,6.3636003,12.469401,13.1691,,12.488001,5.5554004,4.2679
