Date,AGO,ARG,ATG,BDI,BEN,BFA,BHS,BLZ,BOL,BRA,BRB,BRN,BTN,CAF,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,DMA,DOM,ECU,FJI,FSM,GAB,GHA,GIN,GLP,GMB,GNB,GNQ,GRD,GTM,GUF,GUY,HND,HTI,IDN,IND,JAM,KEN,KHM,LAO,LBR,LCA,LKA,MDG,MDV,MEX,MLI,MMR,MOZ,MTQ,MUS,MWI,MYS,NCL,NER,NGA,NIC,NIU,OWID_MNS,OWID_PYA,OWID_WRL,PAN,PER,PHL,PNG,PRI,PRY,PYF,REU,RWA,SEN,SGP,SLB,SLE,SLV,SOM,SSD,STP,SUR,SYC,TCD,TGO,THA,TLS,TON,TTO,TWN,TZA,UGA,VCT,VEN,VNM,VUT,WSM,ZMB,ZWE
2003,9.566701,10.0,4.0,8.522201,12.840901,13.6636,10.1217,14.7831,9.985701,13.443601,17.1667,12.3037,,3.1350002,16.0,7.7507005,7.1193004,8.114,9.1435,15.000001,10.650001,5.4979,12.0288,10.976901,7.1500006,9.5486,7.3110003,3.9938002,12.223901,10.5843,4.9761004,12.685,7.3187003,11.250001,3.0108001,15.200001,2.6097,6.4678,1.5204,6.0667005,40.180603,3.2648003,4.3709,14.8841,26.213501,19.2071,7.9015,13.205401,5.8478003,6.5333,3.0131001,8.7078,5.6466002,3.0809,13.126101,11.5238,11.246401,5.8816004,2.5,14.444401,15.7453,20.217402,2.3115,17.8971,10.4023,10.6042,5.0139003,10.387401,13.886201,10.7515,13.638901,10.870701,7.754,10.0,9.200001,16.417301,17.9167,17.391302,7.4775004,5.0393,2.8991003,16.703302,6.2296004,12.3542,9.5067005,,9.8413,21.17,12.754401,12.982,5.8586,19.2962,4.1525,12.799701,1.8561001,21.908,4.5737004,13.4568,6.5000005,13.629601,14.275101,,12.4851,5.8,4.1860003
2004,12.5605,10.0,4.1667004,8.1842,13.0502,13.9293,10.333301,16.760601,10.1125,13.6343,31.7,12.553201,,2.9768002,15.5102005,7.6980004,6.6145005,8.114,9.1392,15.070201,10.855901,5.4916005,12.027101,11.477701,5.9900002,9.555201,6.5505004,3.9602,16.750801,10.578401,4.9952006,12.4228,7.4892006,12.000001,3.0372002,13.990701,2.6198,6.5589004,1.4308001,5.9567003,40.293602,3.8661003,4.4737005,15.467901,27.0436,18.415401,11.1,16.0861,6.8098,6.4725003,3.0079,9.5411005,5.5178,2.4182,14.167701,17.8976,15.2626,6.0017004,2.496,18.75,16.164402,20.250002,2.157,16.841301,11.001101,7.9485,5.0181003,11.339001,13.8448,11.1085005,11.947801,11.071701,7.973201,10.0,9.200001,17.973902,18.0286,15.909101,5.7198,6.7374,2.8428001,16.8966,6.2836003,10.081901,9.5446005,,9.7146,20.487803,12.713,9.255501,5.8369,20.277802,3.9217002,12.7622,4.6748,20.4081,4.6559,13.5135,6.5455003,11.740601,14.9786005,,12.475,4.3809,4.3678
2005,11.7628,10.0,4.3377004,7.5230002,12.8648,14.408201,10.634701,10.0,10.1876,13.605901,20.917002,12.7623005,,2.9771001,15.384601,8.0485,10.5771,8.114,9.1582,14.963401,10.6912,5.5142007,12.033701,5.432,5.4601,9.5625,6.6559,4.4199,14.620401,10.5736,5.0197005,12.7560005,7.6636004,12.000001,3.0770001,12.902301,2.7339,6.6608,1.3587,5.8509,40.4067,4.0,4.3956003,15.922401,30.497803,17.632,9.100901,17.869001,7.5831003,6.4038,3.0008001,9.5186,7.6239004,2.3200002,12.609901,14.6798,12.730101,4.3155003,2.3000002,14.7143,14.2995,22.2857,2.0735002,15.946701,10.990201,8.8416,5.0407004,10.993901,13.835401,11.1366005,11.8296,10.839201,8.1919,10.0,9.3061,16.5,18.0622,14.285701,6.7561007,10.8083,2.9619,16.7422,6.3700004,12.5043,9.586401,,9.843801,19.761902,12.673901,11.3227005,5.9768,17.1804,3.9290001,12.755401,3.0196002,20.715601,6.1113,14.4083,6.5014,11.3198,15.784301,,12.4446,5.8667006,4.3535004
2006,11.7201,10.0,4.0,8.786401,12.868901,14.563001,10.625001,14.058801,10.191001,14.046301,18.75,13.8246,,2.9793003,16.2264,7.3898,10.7548,7.9843,9.3191,14.9096,10.363901,5.5367002,11.6667,5.6457005,5.6499,9.5706005,7.2182007,3.4279,12.5053005,10.5688,5.1087003,12.200001,7.8422008,10.967701,3.1173003,11.4286,2.8623002,6.7619004,1.2866,5.5677004,40.519703,4.0196004,4.4078,16.282902,32.1132,18.621302,9.5856,22.6532,10.3371,6.0241003,3.0433002,9.595901,7.6035004,2.0,13.7648,18.017801,13.187501,6.3907003,2.4468002,16.4286,17.3116,23.333302,2.0053,16.222301,12.0003,9.545501,5.0726004,10.466801,13.875701,11.865901,16.556501,11.1287,8.587701,10.0,9.6,16.0,18.0939,13.333301,6.4378,6.1673,,16.681501,6.3700004,12.5016,9.6471,,8.0,20.0,12.634901,5.6766005,5.6183,21.091002,4.0432,12.6667,4.2386003,20.293802,6.2006006,12.997401,6.5058002,11.744401,16.3773,,12.400001,7.0659003,4.3699
2007,11.538701,10.0,4.4627004,8.7275,13.6688,14.713,10.5556,17.2105,9.8435,14.009901,17.92,14.287901,,3.0000002,16.2313,7.3,14.000001,8.114,9.5008,14.9125,10.833701,5.5609,11.875001,8.221201,6.6063004,9.5817,7.5588,4.5107,9.598001,10.0,5.1064,12.764001,8.0249,,3.0000002,10.170401,2.8418002,6.8734,1.2145001,,40.614002,5.1254,4.4118,16.6362,32.2204,18.668303,7.4185004,20.509302,21.191101,6.7949004,3.0294,9.748701,7.5811005,2.0,12.274501,16.2236,13.4286,4.9902005,,14.1176,18.7722,16.1565,1.1024001,15.156301,11.2026005,9.583301,5.0,9.7567005,13.765301,11.942201,14.9951,11.1848,8.9258,10.0,8.333301,16.0,18.151001,,5.4550004,5.0338,3.2003002,16.6667,6.3700004,12.887001,9.6341,,6.8182006,25.471,12.5958,4.926,6.1007004,22.922302,4.0113,12.597401,3.2481003,19.953402,6.6733003,12.883401,6.4167004,11.8836,16.5344,,12.333301,7.5706005,4.3146005
2008,14.808401,10.0,4.6136003,6.4718003,11.843901,14.8401,13.994201,13.217401,9.8283,14.1371,19.1922,14.733701,,3.0000002,16.2963,7.6884003,14.000001,8.1108,9.969201,14.913901,10.9215,5.5869,12.0734005,11.9685,6.4582005,9.595901,7.5141006,5.1231003,9.020401,10.595501,5.0702004,13.514501,7.5231004,,3.2734,11.001801,2.8665001,7.0018,1.1424,,40.7083,5.7405005,4.3939,18.095001,33.5407,18.599302,13.735801,20.429802,17.4705,6.8919,3.0556002,10.0556,7.6713,2.0,14.357901,16.022001,13.2851,4.0254,,13.636401,19.076,15.2025,2.051,13.8791,11.800401,8.070101,5.1892004,9.5556,14.290001,12.085401,19.402302,11.3363,9.173201,10.0,7.8436003,12.9971,18.1907,,4.8700004,8.1345005,3.3194,16.875,6.1915,12.89,9.624001,,4.6429,25.165201,12.556801,5.2179003,6.0518003,21.254803,3.5511003,13.201,5.0238,21.3602,6.4368,7.2252007,6.5423,12.1586,16.804901,,12.500201,9.120001,4.4223
2009,15.175901,10.1695,4.742,4.1867003,14.715701,14.9476,17.903902,13.120001,8.6426,13.8613,19.8045,15.184001,,3.0000002,16.3636,6.6774,13.952801,8.1248,9.848001,14.914401,10.689901,5.6129003,11.969701,11.734501,5.3,9.6064005,7.7183003,3.1191003,10.6228,10.626901,5.0912004,13.807401,8.489901,,3.3891003,10.4568,2.8969,7.1509004,1.0991,,40.8025,6.5876,4.4266005,18.746101,34.343304,18.6352,11.6431,21.8137,14.7075,7.8358,2.8066003,11.6401005,7.5058002,2.0,14.344001,18.074902,13.795401,4.5215,,14.666701,20.2912,22.279001,2.1568003,15.9918,11.767901,8.7123,5.2794003,9.9576,14.638201,12.160701,15.8086,11.6481,9.4646,10.0,7.4228,14.500001,18.230001,,6.8308,8.1909,3.4386003,17.058802,7.84,12.502201,9.6121,,5.0,27.683102,12.6041,3.9423003,6.2447004,22.6781,3.4677,13.5901,2.5626001,20.402601,5.4712005,7.1829004,6.5773,11.889701,16.7989,,12.5856,9.6738,4.4679003
2010,15.578201,10.1,4.8684,4.8222003,12.055201,15.038401,22.1795,17.125,8.773901,13.949901,19.892601,15.610801,,7.102,16.366901,6.6000004,14.063601,8.0923,9.9151,14.914301,10.609401,5.6388,12.4053,12.8861,5.5615,9.7312,8.4606,3.2033002,11.491501,10.6583,5.1266003,15.433001,8.490001,,3.5048003,10.1724,2.9267,7.3235,1.0972,,40.8968,6.3483,4.4555,20.217402,34.7555,18.5271,5.2521005,20.995302,25.0797,8.020201,2.6162,12.0631,7.4144,1.9055,13.157901,15.391901,13.495201,4.5444,,13.205901,20.4311,13.4298,2.2514,21.778402,12.215501,8.8492,5.3897004,10.251,15.028001,11.7686,11.930301,11.765,9.656401,9.968201,6.9830003,14.785201,18.2635,,13.960001,7.1902003,3.5578003,16.8571,8.2300005,12.484301,9.598901,,4.7418,25.256,12.5095005,5.3753,6.1679,18.573,4.5518003,13.9905,3.0428002,20.8977,5.2096004,6.1471004,6.6143003,9.815701,17.2602,,13.666701,11.517,4.5132003
2011,13.364901,10.0,4.9958,4.8175,17.3771,15.114902,22.512802,15.85,8.793,14.623001,19.9286,16.0032,,7.0292006,16.3636,6.6900005,14.5720005,8.1022005,10.106501,14.9138,10.703901,5.6648,15.230201,16.533901,5.9763002,9.7553005,7.8686004,2.8346002,11.0795,10.6896,5.1553,16.012402,8.490001,,3.6202002,9.937,3.0000002,7.5226007,1.0952001,,40.991104,7.7259,4.4413,20.295502,36.477,18.8896,11.230901,21.741402,23.869902,7.952,2.4222,12.096701,7.392,1.8780001,12.735201,15.5171,12.910001,4.6383,,12.500001,21.540802,12.791201,2.3177001,10.751401,11.2108,7.8727007,5.5238,10.268401,15.3321,11.839001,12.711101,11.8328,9.987901,9.927501,6.5920005,13.5323,18.286802,,13.985701,7.4922004,3.6769001,16.8539,8.2300005,14.571901,9.584701,,5.3551,22.8356,12.500001,13.2047,6.5603004,19.299501,3.8377001,14.4171,3.7699,23.442501,6.2808,4.9111004,6.6594,12.702701,17.7327,,12.4968,12.579401,4.5577006
2012,10.0073,10.0,5.7500005,4.2092004,14.716101,15.179201,22.300001,15.5556,8.1503,13.6118,19.9647,16.6667,,6.9358,16.285702,6.59,11.5388,8.132,10.1195,14.913501,9.6365,5.6908,15.2571,12.650201,6.5000005,9.780701,7.5083003,4.5419,10.517,11.250001,5.184,16.748901,6.9200006,,3.8532002,10.0611,2.9565,7.5000005,1.0933001,,41.036602,7.0134,4.4489,21.401802,38.581802,18.8866,12.727301,22.5882,24.124601,7.6584,2.1667001,12.166,7.6133003,1.7164001,12.233001,15.6483,12.6933,5.3750005,,12.500001,22.388302,27.5589,2.7577,16.0606,7.9585004,7.6993003,5.7143,9.983901,15.813101,10.911201,16.004702,12.1015005,10.232901,9.9051,7.9541006,9.8,18.636402,,13.8571005,8.2403,3.7961004,16.6667,15.880001,11.5775,9.677401,12.8205,5.1697006,24.1965,12.500001,7.3652005,4.0837,21.913301,3.9346004,15.000001,10.1505,23.4759,5.7228003,3.2973,6.78,12.232401,17.6445,,11.7143,13.849401,4.701
2013,14.051701,9.945901,5.2208,6.8749003,14.716101,15.233001,22.225302,15.785701,8.0445,14.0795,20.000801,16.216202,2.1646001,6.7774,16.087702,6.5339003,14.789401,8.1303005,10.219901,15.000001,9.963301,5.7168,7.8683,12.682401,7.0354004,9.806201,7.4585004,2.5112002,10.2951,10.5556,5.2126,18.270401,6.9,,3.8333,9.709201,3.0435002,,1.0914,,43.6679,7.5901003,4.4565,22.4601,34.9594,18.779501,14.247001,21.0323,27.7567,7.7624,2.1552,12.6527,7.7609005,1.5876,14.6398,15.483201,12.014501,4.6115003,,13.702701,22.8041,15.532101,2.2192001,19.9719,7.0323,7.8931003,6.0000005,9.976701,15.929201,10.841401,15.738401,12.102501,10.875501,9.880501,5.8366003,16.0,18.1818,,13.5443,8.0283,3.9152002,16.216202,10.8,15.492801,9.473701,1.5244001,5.0333,29.860802,12.2222,6.5981,3.5172002,21.8232,3.9910002,15.384601,7.9800005,24.465601,5.5057006,3.5006003,6.5816,12.513401,17.933401,,11.8571005,18.5764,4.6000004
2014,10.106001,9.9208,5.306,7.3629003,13.709201,15.277801,22.2026,16.2404,7.9522004,14.827701,19.836601,16.381601,2.0730002,6.9388003,16.0683,6.4731,13.944701,8.1335,10.370201,14.514401,11.0801,5.7428,11.224901,15.000001,6.3431005,9.831201,7.6092005,5.9294,10.0733,10.6640005,5.2206,20.023901,7.9097004,,3.8805,9.3701,3.0685,,1.0779,,48.9212,7.9849005,4.4566,23.354801,35.655502,18.398901,13.4713,23.1772,26.9501,7.4796004,2.1286001,12.675901,7.7852006,1.5354002,13.131801,14.498701,12.830901,4.7524,,15.032301,22.5876,17.02,2.1931002,20.011902,7.6554003,7.025,6.1996,9.8765,15.984901,11.077001,15.9868,12.2106,11.718401,9.8669,1.963,17.0,18.3237,,13.0748005,6.9978004,3.8150003,16.1243,10.8555,16.2572,9.472701,4.1073,4.9146004,27.956902,12.248401,5.4393,4.0805,22.2551,3.9780002,15.3901005,7.3935003,25.2737,6.2374,3.3013003,6.8667006,12.4687,18.4707,,12.2565,18.389902,4.6143003
2015,10.1331005,10.0163,5.4272003,8.1,12.0432005,15.315001,26.685902,16.2143,7.6739,15.244501,19.770302,17.599401,3.6723003,6.9388003,16.488901,6.3731003,12.604701,8.1373005,10.529,15.079301,8.779401,5.7687006,11.2486,15.000001,6.3523,9.855401,7.0986004,4.2002006,25.000002,10.708,5.2063003,18.7801,7.9100003,,3.9835002,9.3455,3.0973003,,1.064,,36.7041,8.4671,4.4824,22.950901,21.024,18.4562,14.098701,24.3377,31.5706,7.3804,2.1541002,13.5924015,7.7246003,1.5701001,12.6358,15.158501,12.7086,4.4738,,12.5915,22.504002,19.812302,2.6015,23.535402,7.2659,11.662401,5.9503,12.219501,15.848701,10.6911,16.018202,12.124201,12.157001,9.878,4.9377003,17.4069,18.385801,,11.151701,8.1945,3.5916002,16.7032,11.2613,15.944401,9.556001,14.7425,4.8,25.340502,12.320701,5.8037004,3.9169002,22.5676,3.9742002,15.0481,8.423901,25.212101,5.3762007,3.2,6.7820005,12.316401,18.9085,,12.374801,23.8192,4.6829
2016,6.4436,10.036401,5.5831003,11.237801,13.062301,15.333301,23.3542,15.775001,6.7851005,15.0668,19.812601,16.5547,3.6726003,6.9388003,16.5592,6.2573,14.110001,8.417901,10.1183,14.9638,10.4138,5.7947006,11.873501,15.000001,5.8512006,9.8786,7.2501006,5.0278,25.000002,10.683401,5.2063003,18.960001,7.9500003,,4.0927,9.4208,3.1151001,6.55,1.0509001,,40.450302,8.3623,4.4671,24.6257,21.2941,19.2381,12.2886,22.045902,31.79,5.6797004,2.1461003,14.242801,7.6723003,1.5605,12.246401,15.3016,11.6436,4.6727004,,12.838901,21.888802,19.4276,2.7841003,23.367802,9.076301,8.0444,5.9963,11.8872,15.954701,11.1561,16.168701,11.915701,11.991,9.8476,5.8652005,17.400002,18.4276,,10.1236,10.9161005,3.4713001,15.574902,11.655901,13.114401,9.5347,14.780901,5.6192,26.028502,12.278501,14.0115,3.7995002,22.0165,3.9814,15.286,5.7802005,20.7742,5.2272005,2.651,12.986001,12.202701,19.165802,,12.4167,26.794102,4.7065
2017,8.240201,10.030401,5.0507007,7.3969,12.9097,15.333301,23.788902,12.456501,6.8835,14.608801,19.862902,16.815601,2.3538,6.9388003,16.562801,6.1065,14.31,8.142,9.978901,15.130401,11.776501,5.8207006,12.1546,15.000001,6.0349,9.900701,7.3378,6.0045004,25.000002,10.685201,5.2127004,20.729301,8.0,,4.1831,9.982901,3.1304,4.4,1.0399001,,39.691303,8.3402,4.4695,24.649902,20.959803,19.368502,11.541301,22.5441,32.102802,8.8255005,2.1246002,13.870001,7.6725,1.4441,12.580001,14.708901,11.489901,5.156,,13.285701,21.4134,17.237001,2.9177,23.071302,9.073701,7.6829004,6.0456004,11.963901,15.932501,10.9427,16.321001,12.2047,11.971001,9.818001,6.1657004,17.400002,18.465801,,8.683201,11.487101,3.4298003,16.0564,15.0078,17.8061,9.5118,14.444301,5.3,26.873701,12.224001,8.2566,3.9011004,21.871101,3.7869,15.2381,2.6588001,21.444601,3.3482,2.2396002,19.600101,12.107201,19.281801,,12.4111,34.346302,4.7365003
2018,9.246901,10.0225,4.9191003,8.0695,13.6028,15.454501,25.588501,11.762701,6.8547006,14.7018,19.883902,16.8836,3.0769,6.9388003,16.5664,5.9261003,14.411301,8.144701,10.1468,,9.848701,5.8404,14.901901,10.9108,5.7563,9.8826,7.4086003,6.0279,25.008001,10.683001,5.2229,21.3367,7.9913,,4.2672005,10.343801,3.1484,8.3,1.0450001,,31.604002,8.4986,4.4707003,23.1135,28.612701,20.105402,15.359001,21.137701,32.0945,8.865001,2.0969,14.4503,7.6837006,1.5220001,13.012001,16.774801,11.8247,8.3611,,12.160701,22.724201,17.7542,3.0097,23.4592,9.4038,9.015401,6.1052003,12.0326,16.049501,11.2691,16.4867,11.867201,11.961801,9.7825,6.5638003,18.0,18.5035,,12.237201,11.908701,3.2574,16.1734,12.3688,17.2875,9.4871,14.349001,5.2742004,28.368101,12.173401,8.109301,3.9808002,22.0419,3.7478,15.380001,4.6406,20.831402,8.5126,2.6969001,26.954502,12.52,19.194302,,12.3948,34.849102,4.7628
2019,9.521001,10.018001,4.8461003,8.1384,14.1731,15.454501,24.5876,16.111101,6.7524004,14.7235,19.900402,16.9855,3.6303003,6.9388003,16.5737,5.7700005,14.230901,8.1468,10.342501,,10.893201,5.8580003,9.6302,11.388401,6.0657005,9.8876,7.5682006,5.1366005,25.000002,10.690401,5.2343,22.2821,8.3,,4.3457003,11.4181,3.1683002,5.7333,1.0326,,45.101105,8.7033,4.4674,24.590902,30.527601,20.872501,14.1765,20.709301,31.676601,7.2846003,2.0622,13.649701,7.6974,1.5054001,12.924001,11.907201,11.8681,7.7997007,,12.767901,23.5427,17.224802,3.0832002,28.347301,5.8271003,9.045501,6.1634,12.076701,15.969901,10.189701,16.613302,12.3293,11.8269005,9.7445,6.1944003,18.0,18.538502,,14.478401,11.818201,3.2023003,16.181002,13.590501,15.517501,9.469501,15.207001,5.5309,27.599302,12.1278,8.162701,3.9498003,22.4136,3.6380002,15.299601,3.9058003,21.0741,8.2598,2.7537,27.904802,12.297901,19.6511,,12.399301,31.816902,4.7852006
2020,9.9381,10.020901,6.0941005,7.8833003,12.0146,15.464401,24.5452,10.534201,6.9948,14.9918,19.8747,17.3207,4.7149,2.653,16.662401,5.7182007,14.3789015,8.152,10.485901,,10.6182,5.9028,9.6226,9.8581,6.2650003,9.8908,7.7459,4.2959,20.0,10.697901,5.2481003,22.967001,9.04,,4.2388,11.3513,3.0899,14.450001,0.97800004,,47.582603,8.52,4.4863,25.591402,35.0289,21.250301,14.358901,22.527,32.056503,9.0621,2.1317,15.2178,7.743201,1.4893001,12.677701,15.5556,11.897201,10.8381,,16.1081,24.2311,16.467001,3.141,29.7726,5.7795005,9.9813,6.4127007,11.5288,15.9856,10.164901,16.8006,12.359,11.8887005,9.7361,5.9617004,17.9964,18.573301,,14.5956,13.9566,3.7097,16.0177,14.499001,16.0083,9.4956,15.3948,5.3059,25.843,12.099501,8.8393,3.9381003,20.3229,3.5356002,15.3043,17.3877,21.2577,7.1737003,2.0068002,28.069302,12.317301,20.0277,,12.3998,32.6446,4.7617006
2021,9.7025,10.021701,1.6312001,7.6494,11.6547,15.610401,24.800001,11.394701,7.2937007,14.9868,19.7917,17.4216,3.1406002,5.1018,16.6711,5.5690002,13.9855,8.1471,10.462501,18.0,10.347301,5.9188,9.4361,11.454901,6.2500005,9.8872,7.7827005,5.5056005,20.0,10.7047,5.2538,23.784,9.1,,4.2946005,11.265201,3.0872002,8.35,0.9990001,,43.310802,8.7412,4.4749002,26.9916,37.929,20.247301,11.632001,23.8017,32.701603,8.658401,2.1283002,14.976401,7.7388,1.5054001,12.872201,12.464201,12.085401,6.7000003,,12.625001,24.9796,14.204901,3.2479,27.208601,5.8358,9.9812,6.5186005,11.814901,16.0144,10.227,16.543901,12.407901,11.8448,9.730401,5.8288,18.000101,18.603,,14.6456,13.813401,3.8432002,15.9188,19.5727,16.6734,9.524,15.094701,5.3694,26.44,12.0648,8.8141,3.9778001,21.0776,2.8242002,15.327201,20.269802,20.9197,6.2696004,1.8472,29.2,12.3673,20.1422,,12.3942,35.538002,4.7700005
2022,10.153201,10.022401,5.2939,7.7265005,11.1853,15.659501,24.576502,13.892301,7.3599005,15.026501,19.8094,17.5397,1.8096001,6.9608,16.7032,5.4484,12.684201,8.1497,10.5056,18.0,10.5921,5.9431005,9.119401,11.4918,6.1346,9.8886,4.852,8.267,16.4916,10.7103,5.2617006,24.441902,9.150001,,4.3255,10.925701,3.0805001,3.3000002,0.9911,,41.469402,8.653701,4.4762006,26.894701,36.122105,20.836102,15.049801,23.4472,27.121601,8.277401,2.1330001,14.603201,7.7548003,1.5000001,12.225901,15.678901,13.688001,7.1000004,,14.500001,24.4772,15.558301,3.3478003,26.879303,6.0145,14.569401,6.6122007,11.534801,16.009901,10.1691,16.647402,12.5176,11.836201,9.713,6.1263,14.2613,18.632301,,14.6428,13.672901,3.8928003,16.0366,18.0874,17.1447,9.521901,16.101301,5.4019003,27.764002,11.7958,8.347,4.0131,21.4619,3.4027002,15.310201,5.9441004,20.911001,6.4420004,1.7082,28.400002,12.359,20.092701,15.950801,12.472401,11.700001,4.7723002
2023,10.044401,10.023001,3.2776003,7.7444005,13.479401,15.712001,24.677902,12.343301,7.3401003,15.4101,19.8271,17.6578,2.4710002,6.9388003,16.427101,5.3278003,12.1571,8.1523,10.5488,18.0,10.541901,5.9674,8.311501,10.3575,6.1419,9.888901,5.4934,6.2957006,17.693901,10.532201,5.2696004,25.1092,9.0105,,4.3313,11.0148,3.0655003,4.2000003,0.9832001,,41.412804,8.6373005,4.4791,26.5659,35.771103,20.235601,15.626501,23.687801,29.435402,8.6562,2.1487,16.2111,7.7708,1.4982,12.2581005,14.7209015,13.1301,8.708501,,14.7353,24.2416,16.6769,3.4476004,29.051502,6.3459,14.553201,6.7058,12.017501,15.9639015,10.3571005,16.751001,12.653401,11.217901,9.8238,5.4690003,17.974,18.4318,,14.190101,14.122701,3.9457002,15.990701,16.838902,16.949001,9.5198,16.9987,5.3591003,28.901201,12.225901,8.254001,3.9282002,20.646801,3.5911002,15.313901,8.286,21.312302,6.4585004,1.6286,26.2,12.2888,20.255802,15.952401,12.4966,11.700001,4.768
